2860		מָכִי	M@KIJ	MKJ/	Maki
2861		רָפֶה	R@PEH	RPH/	slack
2862		מִבְצָר	MIB:Y@R	MBYR/	fortification
2863		רָזֶה	R@ZEH	RZH/	lean
2864		צִן	YIN	YN=/	Zin
2865		רְחֹב	R:XOB	RXB====/	Rehob
2866		חֲמָת	X:AM@T	XMT=/	Hamath
2867		אֲחִימַן	>:AXIJMAN	>XJMN/	Ahiman
2868		שֵׁשַׁי	C;CAJ	CCJ=/	Sheshai
2869		תַּלְמַי	T.AL:MAJ	TLMJ/	Talmai
2870		עֲנָק	<:AN@Q	<NQ/	neck
2871		צֹעַן	YO<AN	Y<N/	Zoan
2872		אֶשְׁכֹּל	>EC:K.OL	>CKL=/	[valley of grapes]
2873		זְמֹורָה	Z:MOWR@H	ZMWRH/	shoot
2874		אֶפֶס	>EPES	>PS/	end
2875		בָּצוּר	B.@YW.R	BYWR/	fortified
2876		הסה	HSH	HSH[	be still
2877		בַּז	B.AZ	BZ/	spoiling
2878		נאץ	N>Y	N>Y[	contemn
2879		גֹּדֶל	G.ODEL	GDL/	greatness
2880		זְנוּת	Z:NW.T	ZNWT/	fornication
2881		תְּנוּאָה	T.:NW.>@H	TNW>H/	opposition
2882		עפל	<PL	<PL[	be heedless
2883		חָרְמָה	X@R:M@H	XRMH/	Hormah
2884		שְׁלִישִׁית	C:LIJCIJT	CLJCJT/	third part
2885		עֲרִיסָה	<:ARIJS@H	<RJSH/	dough
2886		חֶטְאָה	XEV:>@H	XV>H==/	error
2887		גדף	GDP	GDP[	blaspheme
2888		צִיצִת	YIJYIT	YJYT/	tuft
2889		דָּתָן	D.@T@N	DTN=/	Dathan
2890		אֲבִירָם	>:ABIJR@M	>BJRM/	Abiram
2891		אֹון	>OWN	>WN===/	On
2892		פֶּלֶת	P.ELET	PLT/	Peleth
2893		קָרִיא	Q@RIJ>	QRJ>/	summoned
2894		שׂרר	FRR	FRR[	rule
2895		נקר	NQR	NQR[	bore out
2896		בְּרִיאָה	B.:RIJ>@H	BRJ>H/	what is created
2897		רִקֻּעַ	RIQ.U<A	RQ</	beaten
2898		רמם	RMM	RMM=[	rise
2899		מְהֵרָה	M:H;R@H	MHRH/	haste
2900		צוץ	YWY	YWY[	blossom
2901		מְרִי	M:RIJ	MRJ/	rebellion
2902		מָשְׁחָה	M@C:X@H	MCXH===/	portion
2903		יִצְהָר	JIY:H@R	JYHR/	oil
2904		חֵלֶף	X;LEP	XLP/	return
2905		יֶקֶב	JEQEB	JQB/	pit
2906		צָמִיד	Y@MIJD	YMJD=/	cover
2907		סֶלַע	SELA<	SL</	rock
2908		מְסִלָּה	M:SIL.@H	MSLH/	highway
2909		מֶכֶר	MEKER	MKR/	price
2910		הֹר	HOR	HR=/	Mount Hor
2911		עֲרָד	<:AR@D	<RD/	Arad
2912		אֲתָרִים	>:AT@RIJM	>TRJM/	Atharim
2913		קְלֹקֵל	Q:LOQ;L	QLQL/	starvation-bread
2914		שָׂרָף	F@R@P	FRP/	serpent
2915		אֹבֹת	>OBOT	>BT/	Oboth
2916		עִיֵּי הָעֲבָרִים	<IJ.;J_H@<:AB@RIJM	<JJ_H<BRJM/	Iye Abarim
2917		זֶרֶד	ZERED	ZRD/	Zered
2918		אַרְנֹון	>AR:NOWN	>RNWN/	Arnon
2919		וָהֵב	W@H;B	WHB/	Waheb
2920		סוּפָה	SW.P@H	SWPH=/	Suphah
2921		אָשֵׁד	>@C;D	>CD/	slope
2922		עָר	<@R	<R==/	Ar
2923		בְּאֵר	B.:>;R	B>R=/	Beer
2924		מַתָּנָה	MAT.@N@H	MTNH=/	Mattanah
2925		נַחֲלִיאֵל	NAX:ALIJ>;L	NXLJ>L/	Nahaliel
2926		בָּמֹות	B.@MOWT	BMWT/	Bamoth
2927		גַּיְא	G.AJ:>	GJ>/	valley
2928		פִּסְגָּה	P.IS:G.@H	PSGH/	Pisgah
2929		יְשִׁימֹן	J:CIJMON	JCJMN/	Jeshimon
2930		סִיחֹון	SIJXOWN	SJXWN/	Sihon
2931		יָהְצָה	J@H:Y@H	JHYH/	Jahzah
2932		חֶשְׁבֹּון	XEC:B.OWN	XCBWN==/	Heshbon
2933		משׁל	MCL	MCL=[	say proverb
2934		לֶהָבָה	LEH@B@H	LHBH/	flame
2935		קִרְיָה	QIR:J@H	QRJH/	town
2936		אֹוי	>OWJ	>WJ	woe
2937		כְּמֹושׁ	K.:MOWC	KMWC/	Chemosh
2938		פָּלֵיט	P.@L;JV	PLJV=/	escaped one
2939		שְׁבִית	C:BIJT	CBJT/	captivity
2940		דִּיבֹן	D.IJBON	DJBN/	Dibon
2941		נֹפַח	NOPAX	NPX/	Nophah
2942		מֵידְבָא	M;JD:B@>	MJDB>/	Medeba
2943		יַעְזֵר	JA<:Z;R	J<ZR/	Jazer
2944		לכד	LKD	LKD[	seize
2945		בָּשָׁן	B.@C@N	BCN/	Bashan
2946		עֹוג	<OWG	<WG/	Og
2947		אֶדְרֶעִי	>ED:RE<IJ	>DR<J/	Edrei
2948		שָׂרִיד	F@RIJD	FRJD/	survivor
2949		עֲרָבָה	<:AR@B@H	<RBH/	desert
2950		יְרִיחֹוֿ יְרִחֹו	J:RIJXOW, J:RIXOW	JRJXW/	Jericho
2951		בָּלָק	B.@L@Q	BLQ/	Balak
2952		צִפֹּור	YIP.OWR	YPWR=/	Zippor
2953		גור	GWR	GWR==[	be afraid
2954		לחך	LXK	LXK[	eat
2955		בִּלְעָם	B.IL:<@M	BL<M/	[prophet]
2956		פְּתֹור	P.:TOWR	PTWR/	Pethor
2957		קֶסֶם	QESEM	QSM/	divination
2958		קבב	QBB	QBB[	curse
2959		שָׂטָן	F@V@N	FVN/	adversary
2960		שׁלף	CLP	CLP[	draw
2961		מִשְׁעֹול	MIC:<OWL	MC<WL/	hollow way
2962		גָּדֵר	G.@D;R	GDR/	wall
2963		צַר	YAR	YR/	narrow
2964		סכן	SKN	SKN[	serve
2965		ירט	JRV	JRV[	throw
2966		קִרְיַת חֻצֹות	QIR:JAT_XUYOWT	QRJT_XYWT/	Kiriath Huzoth
2967		בָּמֹות בַּעַל	B.@MOWT_B.A<AL	BMWT_B<L/	Bamoth Baal
2968		שְׁפִי	C:PIJ	CPJ/	track
2969		מָשָׁל	M@C@L	MCL/	proverb
2970		זעם	Z<M	Z<M[	curse
2971		שׁור	CWR	CWR[	regard
2972		רֹבַע	ROBA<	RB<==/	dust
2973		כזב	KZB	KZB[	lie
2974		אָוֶן	>@WEN	>WN=/	wickedness
2975		תֹּועָפֹות	T.OW<@POWT	TW<PWT/	horns
2976		רְאֵם	R:>;M	R>M/	wild oxen
2977		נַחַשׁ	NAXAC	NXC=/	spell
2978		אֲרִי	>:ARIJ	>RJ/	lion
2979		ישׁר	JCR	JCR[	be right
2980		פְּעֹור	P.:<OWR	P<WR/	Peor
2981		שְׁתֻם	C:TUM	CTM/	[uncertain]
2982		אֵמֶר	>;MER	>MR/	word
2983		גַּנָּה	G.AN.@H	GNH/	garden
2984		אָהָל	>@H@L	>HL==/	aloe
2985		דְּלִי	D.:LIJ	DLJ/	bucket
2986		אֲגַג	>:AGAG	>GG/	Agag
2987		מַלְכוּת	MAL:KW.T	MLKWT/	kingship
2988		גרם	GRM	GRM[	gnaw
2989		מחץ	MXY	MXY[	break
2990		ספק	SPQ	SPQ[	clap hands
2991		דרך	DRK	DRK[	tread
2992		קַרְקַר	QAR:QAR	QRQR/	[uncertain]
2993		שֵׁת	C;T	CT=/	defiance
2994		יְרֵשָׁה	J:R;C@H	JRCH=/	possession
2995		קַיִן	QAJIN	QJN==/	Kain
2996		צִי	YIJ	YJ=/	ship
2997		שִׁטִּים	CIV.IJM	CVJM/	Shittim
2998		צמד	YMD	YMD[	attach
2999		בַּעַל פְּעֹור	B.A<AL_P.:<OWR	B<L_P<WR/	Baal Peor
3000		רֹמַח	ROMAX	RMX/	lance
3001		קֻבָּה	QUB.@H	QBH=/	women's room
3002		דקר	DQR	DQR[	pierce
3003		קֵבָה	Q;B@H	QBH/	rennet-bag
3004		זִמְרִי	ZIM:RIJ	ZMRJ/	Zimri
3005		סָלוּא	S@LW.>	SLW>/	Salu
3006		שִׁמְעֹנִי	CIM:<ONIJ	CM<NJ/	Simeonite
3007		כָּזְבִּי	K.@Z:B.IJ	KZBJ/	Cozbi
3008		צוּר	YW.R	YWR==/	Zur
3009		נֵכֶל	N;KEL	NKL/	cunning
3010		חֲנֹכִי	X:ANOKIJ	XNKJ/	Hanochite
3011		פַּלֻּאִי	P.AL.U>IJ	PL>J=/	Palluite
3012		חֶצְרֹונִי	XEY:ROWNIJ	XYRWNJ/	Hezronite
3013		כַּרְמִי	K.AR:MIJ	KRMJ/	Carmite
3014		רְאוּבֵנִי	R:>W.B;NIJ	R>WBNJ/	Reubenite
3015		נְמוּאֵל	N:MW.>;L	NMW>L/	Nemuel
3016		נְמוּאֵלִי	N:MW.>;LIJ	NMW>LJ/	Nemuelite
3017		יָמִינִי	J@MIJNIJ	JMJNJ=/	Jaminite
3018		יָכִינִי	J@KIJNIJ	JKJNJ/	Jakinite
3019		זַרְחִי	ZAR:XIJ	ZRXJ/	Zerahite
3020		שָׁאוּלִי	C@>W.LIJ	C>WLJ/	Shaulite
3021		צְפֹון	Y:POWN	YPWN==/	Zephon
3022		צְפֹונִי	Y:POWNIJ	YPWNJ/	Zephonite
3023		חַגִּי	XAG.IJ	XGJ/	Haggite
3024		שׁוּנִי	CW.NIJ	CWNJ/	Shunite
3025		אָזְנִי	>@Z:NIJ	>ZNJ=/	Ozni
3026		אָזְנִי	>@Z:NIJ	>ZNJ/	Oznite
3027		עֵרִי	<;RIJ	<RJ/	Erite
3028		אֲרֹוד	>:AROWD	>RWD/	Arodi
3029		אֲרֹודִי	>:AROWDIJ	>RWDJ=/	Arodite
3030		אַרְאֵלִי	>AR:>;LIJ	>R>LJ/	Arelite
3031		שֵׁלָנִי	C;L@NIJ	CLNJ/	Shelanite
3032		פַּרְצִי	P.AR:YIJ	PRYJ/	Perezite
3033		חָמוּלִי	X@MW.LIJ	XMWLJ/	Hamulite
3034		תֹּולָעִי	T.OWL@<IJ	TWL<J/	Tolaite
3035		פּוּנִי	P.W.NIJ	PWNJ/	Puite
3036		יָשׁוּב	J@CW.B	JCWB/	Jashub
3037		יָשֻׁבִי	J@CUBIJ	JCBJ/	Jashubite
3038		שִׁמְרֹנִי	CIM:RONIJ	CMRNJ/	Shimronite
3039		סַרְדִּי	SAR:D.IJ	SRDJ/	Seredite
3040		אֵלֹנִי	>;LONIJ	>LNJ/	Elonite
3041		יַחְלְאֵלִי	JAX:L:>;LIJ	JXL>LJ/	Jahleelite
3042		זְבוּלֹנִי	Z:BW.LONIJ	ZBWLNJ/	Zebulunite
3043		מָכִירִי	M@KIJRIJ	MKJRJ/	Makirite
3044		גִּלְעָדִי	G.IL:<@DIJ	GL<DJ/	Gileadite
3045		אִיעֶזֶר	>IJ<EZER	>J<ZR/	Iezer
3046		אִיעֶזְרִי	>IJ<EZ:RIJ	>J<ZRJ/	Iezerite
3047		חֵלֶק	X;LEQ	XLQ====/	Helek
3048		חֶלְקִי	XEL:QIJ	XLQJ/	Helekite
3049		אַשְׂרִיאֵל	>AF:RIJ>;L	>FRJ>L/	Asriel
3050		אַשְׂרִיאֵלִי	>AF:RIJ>;LIJ	>FRJ>LJ/	Asrielite
3051		שֶׁכֶם	CEKEM	CKM===/	Shechem
3052		שִׁכְמִי	CIK:MIJ	CKMJ/	Shechemite
3053		שְׁמִידָע	C:MIJD@<	CMJD</	Shemida
3054		שְׁמִידָעִי	C:MIJD@<IJ	CMJD<J/	Shemidaite
3055		חֵפֶר	X;PER	XPR/	[son of Gilead]
3056		חֶפְרִי	XEP:RIJ	XPRJ/	Hepherite
3057		צְלָפְחָד	Y:L@P:X@D	YLPXD/	Zelophehad
3058		מַחְלָה	MAX:L@H	MXLH====/	Mahlah
3059		נֹעָה	NO<@H	N<H/	Noah
3060		חָגְלָה	X@G:L@H	XGLH/	Hoglah
3061		תִּרְצָה	T.IR:Y@H	TRYH=/	Tirzah
3062		שׁוּתֶלַח	CW.TELAX	CWTLX/	Shuthelah
3063		שֻׁתַלְחִי	CUTAL:XIJ	CTLXJ/	Shuthelahite
3064		בַּכְרִי	B.AK:RIJ	BKRJ/	Bekerite
3065		תַּחַן	T.AXAN	TXN/	Tahan
3066		תַּחֲנִי	T.AX:ANIJ	TXNJ/	Tahanite
3067		עֵרָן	<;R@N	<RN/	Eran
3068		עֵרָנִי	<;R@NIJ	<RNJ/	Eranite
3069		בַּלְעִי	B.AL:<IJ	BL<J/	Belaite
3070		אַשְׁבֵּלִי	>AC:B.;LIJ	>CBLJ/	Ashbelite
3071		אֲחִירָם	>:AXIJR@M	>XJRM/	Ahiram
3072		אֲחִירָמִי	>:AXIJR@MIJ	>XJRMJ/	Ahiramite
3073		שְׁפוּפָם	C:PW.P@M	CPWPM/	Shupham
3074		שׁוּפָמִי	CW.P@MIJ	CWPMJ/	Shuphamite
3075		חוּפָם	XW.P@M	XWPM/	Hupham
3076		חוּפָמִי	XW.P@MIJ	XWPMJ/	Huphamite
3077		אַרְדִּי	>AR:D.IJ	>RDJ/	Ardite
3078		נַעֲמִי	NA<:AMIJ	N<MJ/	Naamite
3079		שׁוּחָם	CW.X@M	CWXM/	Shuham
3080		שׁוּחָמִי	CW.X@MIJ	CWXMJ/	Shuhamite
3081		יִשְׁוִי	JIC:WIJ	JCWJ/	Ishvite
3082		בְּרִיעִי	B.:RIJ<IJ	BRJ<J/	Beriite
3083		חֶבְרִי	XEB:RIJ	XBRJ/	Heberite
3084		מַלְכִּיאֵלִי	MAL:K.IJ>;LIJ	MLKJ>LJ/	Malkielite
3085		יַחְצְאֵלִי	JAX:Y:>;LIJ	JXY>LJ/	Jahzeelite
3086		גּוּנִי	G.W.NIJ	GWNJ/	Gunite
3087		יִצְרִי	JIY:RIJ	JYRJ/	Jezerite
3088		שִׁלֵּמִי	CIL.;MIJ	CLMJ/	Shillemite
3089		מְרָרִי	M:R@RIJ	MRRJ/	Merarite
3090		עֲבָרִים	<:AB@RIJM	<BRJM/	Abarim
3091		הֹוד	HOWD	HWD/	splendour
3092		אִסָּר	>IS.@R	>SR/	obligation
3093		נוא	NW>	NW>[	forbid
3094		מִבְטָא	MIB:V@>	MBV>/	promise
3095		מֹוצָא	MOWY@>	MWY>/	issue
3096		נְקָמָה	N:Q@M@H	NQMH/	vengeance
3097		מסר	MSR	MSR[	assign
3098		אֱוִי	>:EWIJ	>WJ/	Evi
3099		רֶקֶם	REQEM	RQM/	Rekem
3100		רֶבַע	REBA<	RB<====/	Reba
3101		מַלְקֹוחַ	MAL:QOWXA	MLQWX/	what is taken
3102		בְּדִיל	B.:DIJL	BDJL=/	tin
3103		מֶכֶס	MEKES	MKS/	tax
3104		מֶחֱצָה	MEX:EY@H	MXYH/	half
3105		אֶצְעָדָה	>EY:<@D@H	>Y<DH/	bracelet
3106		עָגִיל	<@GIJL	<GJL/	adornment
3107		עֲטָרֹות	<:AV@ROWT	<VRWT/	Ataroth
3108		נִמְרָה	NIM:R@H	NMRH/	Nimrah
3109		אֶלְעָלֵה	>EL:<@L;H	>L<LH/	Elealeh
3110		שְׂבָם	F:B@M	FBM/	Sebam
3111		נְבֹו	N:BOW	NBW=/	[mountain]
3112		בְּעֹן	B.:<ON	B<N/	Beon
3113		קָדֵשׁ בַּרְנֵעַ	Q@D;C_B.AR:N;<A	QDC_BRN</	Kadesh Barnea
3114		תַּרְבּוּת	T.AR:B.W.T	TRBWT/	increase
3115		גְּדֵרָה	G.:D;R@H	GDRH/	heap of stones
3116		חושׁ	XWC	XWC[	make haste
3117		צֹנָא	YON@>	YN>/	[uncertain]
3118		גְּבוּלָה	G.:BW.L@H	GBWLH/	boundary
3119		עֲרֹועֵר	<:AROW<;R	<RW<R=/	Aroer
3120		עַטְרֹות שֹׁופָן	<AV:ROWT_COWP@N	<VRWT_CWPN/	Atroth Shophan
3121		יָגְבֳּהָה	J@G:B.:@H@H	JGBHH/	Jogbehah
3122		בֵּית נִמְרָה	B.;JT_NIM:R@H	BJT_NMRH/	Beth Nimrah
3123		בֵּית הָרָן	B.;JT_H@R@N	BJT_HRN/	Beth Haran
3124		בַּעַל מְעֹון	B.A<AL_M:<OWN	B<L_M<WN/	Baal Meon
3125		שִׂבְמָה	FIB:M@H	FBMH/	Sibmah
3126		יָאִיר	J@>IJR	J>JR/	Jair
3127		חַוָּה	XAW.@H	XWH/	tent camp
3128		נֹבַח	NOBAX	NBX=/	Nobah
3129		קְנָת	Q:N@T	QNT/	Kenath
3130		נֹבַח	NOBAX	NBX/	Nobah
3131		הַחִירֹות	HAXIJROWT	HXJRWT/	Pi Hahiroth
3132		דָּפְקָה	D.@P:Q@H	DPQH/	Dophkah
3133		אָלוּשׁ	>@LW.C	>LWC/	Alush
3134		רִתְמָה	RIT:M@H	RTMH/	Rithmah
3135		רִמֹּון פֶּרֶץ	RIM.OWN_P.EREY	RMWN_PRY/	Rimmon Perez
3136		לִבְנָה	LIB:N@H	LBNH====/	Libnah
3137		רִסָּה	RIS.@H	RSH/	Rissah
3138		קְהֵלָתָה	Q:H;L@T@H	QHLTH/	Kehelathah
3139		שֶׁפֶר	CEPER	CPR=/	Shepher
3140		חֲרָדָה	X:AR@D@H	XRDH=/	Haradah
3141		מַקְהֵלֹת	MAQ:H;LOT	MQHLT/	Makheloth
3142		תַּחַת	T.AXAT	TXT=/	Tahath
3143		תָּרַח	T.@RAX	TRX=/	Terah
3144		מִתְקָה	MIT:Q@H	MTQH/	Mithcah
3145		חַשְׁמֹנָה	XAC:MON@H	XCMNH/	Hashmonah
3146		מֹסֵרֹות	MOS;ROWT	MSRWT/	Moseroth
3147		בְּנֵי יַעֲקָן	B.:N;J_JA<:AQ@N	BNJ_J<QN/	Bene Jaakan
3148		חֹר הַגִּדְגָּד	XOR_HAG.ID:G.@D	XR_HGDGD/	Hor Haggidgad
3149		יָטְבָתָה	J@V:B@T@H	JVBTH/	Jotbathah
3150		עַבְרֹנָה	<AB:RON@H	<BRNH/	Abronah
3151		עֶצְיֹון גֶּבֶר	<EY:JOWN_G.EBER	<YJWN_GBR/	Ezion Geber
3152		צַלְמֹנָה	YAL:MON@H	YLMNH/	Zalmonah
3153		פּוּנֹן	P.W.NON	PWNN/	Punon
3154		עִיִּים	<IJ.IJM	<JJM/	Iyim
3155		עַלְמֹון דִּבְלָתָיְמָה	<AL:MOWN_D.IB:L@T@J:M@H	<LMWN_DBLTJMH/	Almon Diblathaim
3156		בֵּית הַיְשִׁמֹות	B.;JT_HAJ:CIMOWT	BJT_HJCMWT/	Beth Jeshimoth
3157		אָבֵל הַשִּׁטִּים	>@B;L_HAC.IV.IJM	>BL_HCVJM/	Abel Shittim
3158		שֵׂךְ	F;K:	FK/	thorn
3159		צְנִינִים	Y:NIJNIJM	YNJNJM/	pricks
3160		דמה	DMH	DMH[	be like
3161		מַעֲלֵה עַקְרַבִּים	MA<:AL;H_<AQ:RAB.IJM	M<LH_<QRBJM/	Scorpion Pass
3162		תֹּוצָאֹות	T.OWY@>OWT	TWY>WT/	outlets
3163		חֲצַר אַדָּר	X:AYAR_>AD.@R	XYR_>DR/	Hazar Addar
3164		עַצְמֹון	<AY:MOWN	<YMWN/	Azmon
3165		תאה	T>H	T>H[	draw
3166		צְדָד	Y:D@D	YDD/	Zedad
3167		זִפְרֹון	ZIP:ROWN	ZPRWN/	Ziphron
3168		חֲצַר עֵינָן	X:AYAR_<;JN@N	XYR_<JNN/	Hazar Enan
3169		שְׁפָם	C:P@M	CPM/	Shepham
3170		רִבְלָה	RIB:L@H	RBLH/	Riblah
3171		עַיִן	<AJIN	<JN=/	Ain
3172		מחה	MXH	MXH=[	strike
3173		כִּנֶּרֶת	K.IN.ERET	KNRT/	Kinnereth
3174		גָּדִי	G.@DIJ	GDJ=/	Gadite
3175		שְׁמוּאֵל	C:MW.>;L	CMW>L/	Samuel
3176		אֱלִידָד	>:ELIJD@D	>LJDD/	Elidad
3177		כִּסְלֹון	K.IS:LOWN	KSLWN=/	Kislon
3178		בֻּקִּי	B.UQ.IJ	BQJ/	Bukki
3179		יָגְלִי	J@G:LIJ	JGLJ/	Jogli
3180		חַנִּיאֵל	XAN.IJ>;L	XNJ>L/	Hanniel
3181		אֵפֹד	>;POD	>PD=/	Ephod
3182		שִׁפְטָן	CIP:V@N	CPVN/	Shiphtan
3183		פַּרְנָךְ	P.AR:N@K:	PRNK/	Parnach
3184		פַּלְטִיאֵל	P.AL:VIJ>;L	PLVJ>L/	Paltiel
3185		עַזָּן	<AZ.@N	<ZN/	Azzan
3186		אֲחִיהוּד	>:AXIJHW.D	>XJHWD/	Ahihud
3187		שְׁלֹמִי	C:LOMIJ	CLMJ=/	Shelomi
3188		פְּדַהְאֵל	P.:DAH:>;L	PDH>L/	Pedahel
3189		מִקְלָט	MIQ:L@V	MQLV/	refuge
3190		שִׂנְאָה	FIN:>@H	FN>H/	hatred
3191		הדף	HDP	HDP[	push
3192		צְדִיָּה	Y:DIJ.@H	YDJH/	malicious intent
3193		חנף	XNP	XNP[	alienate
3194		סוּף	SW.P	SWP==/	Suph
3195		תֹּפֶל	T.OPEL	TPL==/	Tophel
3196		לָבָן	L@B@N	LBN==/	Laban
3197		דִּי זָהָב	D.IJ_Z@H@B	DJ_ZHB/	Dizahab
3198		עַשְׁתָּרֹות	<AC:T.@ROWT	<CTRWT/	Ashtaroth
3199		באר	B>R	B>R[	explain
3200		שְׁפֵלָה	C:P;L@H	CPLH=/	low land
3201		לְבָנֹון	L:B@NOWN	LBNWN/	Lebanon
3202		אֵיכָה	>;JK@H	>JKH	how
3203		טֹרַח	VORAX	VRX/	burden
3204		חתת	XTT	XTT[	be terrified
3205		רגן	RGN	RGN[	grumble
3206		ערץ	<RY	<RY[	tremble
3207		זוּלָה	ZW.L@H	ZWLH/	except
3208		אנף	>NP	>NP[	be angry
3209		מִלְחֶמֶת	MIL:XEMET	MLXMT/	war
3210		הון	HWN	HWN[	be easy
3211		דְּבֹורָה	D.:BOWR@H	DBWRH/	bee
3212		גרה	GRH	GRH[	stir
3213		מִדְרָךְ	MID:R@K:	MDRK/	footstep
3214		יְרֻשָּׁה	J:RUC.@H	JRCH/	possession
3215		כרה	KRH	KRH=[	purchase
3216		אֵילַת	>;JLAT	>JLT/	Elath
3217		צור	YWR	YWR=[	damage
3218		מֹואָבִי	MOW>@BIJ	MW>BJ/	Moabite
3219		עַמֹּונִי	<AM.OWNIJ	<MWNJ/	Ammonite
3220		זַמְזֻמִּים	ZAM:ZUM.IJM	ZMZMJM/	Zamzummites
3221		עַוִּים	<AW.IJM	<WJM/	Avvim
3222		כַּפְתֹּור	K.AP:T.OWR	KPTWR=/	Caphtor
3223		חיל	XJL	XJL[	have labour pain, to cry
3224		קְדֵמֹות	Q:D;MOWT	QDMWT/	Kedemoth
3225		שׂגב	FGB	FGB[	be high
3226		חֶבֶל	XEBEL	XBL=/	cord
3227		אַרְגֹּב	>AR:G.OB	>RGB/	Argob
3228		פְּרָזִי	P.:R@ZIJ	PRZJ=/	open country
3229		חֶרְמֹון	XER:MOWN	XRMWN/	Hermon
3230		צִידֹנִי	YIJDONIJ	YJDNJ/	Sidonian
3231		שִׂרְיֹן	FIR:JON	FRJN/	Sirion
3232		שְׂנִיר	F:NIJR	FNJR/	Senir
3233		מִישֹׁור	MIJCOWR	MJCWR/	fairness
3234		סַלְכָה	SAL:K@H	SLKH/	Salecah
3235		עֶרֶשׂ	<EREF	<RF/	couch
3236		גְּשׁוּרִי	G.:CW.RIJ	GCWRJ/	Geshurite
3237		מַעֲכָתִי	MA<:AK@TIJ	M<KTJ/	Maacathite
3238		מַמְלָכָה	MAM:L@K@H	MMLKH/	kingdom
3239		עבר	<BR	<BR=[	be angry
3240		בֵּית פְּעֹור	B.;JT_P.:<OWR	BJT_P<WR/	Beth Peor
3241		למד	LMD	LMD[	learn
3242		דָּבֵק	D.@B;Q	DBQ=/	clinging, cleaving to
3243		בִּינָה	B.IJN@H	BJNH/	understanding
3244		סֶמֶל	SEMEL	SML/	image
3245		נדח	NDX	NDX[	wield
3246		כּוּר	K.W.R	KWR/	furnace
3247		כעס	K<S	K<S[	be discontent
3248		מַסָּה	MAS.@H	MSH/	proving
3249		בֶּצֶר	B.EYER	BYR=/	[place of refuge]
3250		רָמֹת	R@MOT	RMT=/	Ramoth
3251		גֹּולָן	G.OWL@N	GWLN/	Golan
3252		מְנַשִּׁי	M:NAC.IJ	MNCJ/	Manassite
3253		שִׂיאֹן	FIJ>ON	FJ>N/	Siyon
3254		שׁנן	CNN	CNN=[	repeat
3255		חצב	XYB	XYB[	hew
3256		גדע	GD<	GD<[	cut off
3257		פָּסִיל	P.@SIJL	PSJL/	idol
3258		אֶלֶף	>ELEP	>LP/	cattle
3259		עַשְׁתֶּרֶת	<AC:T.ERET	<CTRT=/	ewe
3260		חֳלִי	X:@LIJ	XLJ/	sickness
3261		מַדְוֶה	MAD:WEH	MDWH/	sickness
3262		הום	HWM	HWM[	stir
3263		מְהוּמָה	M:HW.M@H	MHWMH/	discomfiture
3264		יקשׁ	JQC	JQC[	lay snares
3265		תעב	T<B	T<B[	be abhorrent
3266		בצק	BYQ	BYQ[	swell
3267		מִסְכֵּנֻת	MIS:K.;NUT	MSKNT/	poverty
3268		עַקְרָב	<AQ:R@B	<QRB/	scorpion
3269		צִמָּאֹון	YIM.@>OWN	YM>WN/	thirsty ground
3270		חַלָּמִישׁ	XAL.@MIJC	XLMJC/	flint
3271		עֹצֶם	<OYEM	<YM=/	might
3272		רִשְׁעָה	RIC:<@H	RC<H/	guilt
3273		יֹשֶׁר	JOCER	JCR=/	uprightness
3274		יגר	JGR	JGR[	be afraid
3275		קְשִׁי	Q:CIJ	QCJ/	stubbornness
3276		רֶשַׁע	RECA<	RC<=/	guilt
3277		בְּאֵרֹת בְּנֵי יַעֲקָן	B.:>;ROT_B.:N;J_JA<:AQ@N	B>RT_BNJ_J<QN/	the wells of the Jaakanites
3278		מֹוסֵרָה	MOWS;R@H	MWSRH=/	Moserah
3279		גִּדְגָּד	G.ID:G.@D	GDGD/	Hor Haggidgad
3280		מוּסָר	MW.S@R	MWSR/	chastening
3281		צוף	YWP	YWP[	flow
3282		יָרָק	J@R@Q	JRQ=/	greens
3283		יֹורֶה	JOWREH	JWRH/	early rain
3284		מַלְקֹושׁ	MAL:QOWC	MLQWC/	spring-rain
3285		גְּרִזִים	G.:RIZIJM	GRZJM/	Gerizim
3286		עֵיבָל	<;JB@L	<JBL/	Ebal
3287		מָבֹוא	M@BOW>	MBW>/	entrance
3288		גִּלְגָּל	G.IL:G.@L	GLGL===/	Gilgal
3289		רַעֲנָן	RA<:AN@N	R<NN/	luxuriant
3290		מִשְׁלָח	MIC:L@X	MCLX/	undertaking
3291		אַוָּה	>AW.@H	>WH/	desire
3292		צְבִי	Y:BIJ	YBJ=/	gazelle
3293		אַיָּל	>AJ.@L	>JL/	fallow-buck
3294		נקשׁ	NQC	NQC[	ensnare
3295		סָרָה	S@R@H	SRH/	rebellion
3296		סות	SWT	SWT[	incite
3297		סֵתֶר	S;TER	STR/	hiding place
3298		בְּלִיַּעַל	B.:LIJ.A<AL	BLJ<L/	wickedness
3299		חקר	XQR	XQR[	explore
3300		תֵּל	T.;L	TL/	mound
3301		גדד	GDD	GDD[	gather
3302		יַחְמוּר	JAX:MW.R	JXMWR/	reebok
3303		אַקֹּו	>AQ.OW	>QW/	wildgoat
3304		דִּישֹׁון	D.IJCOWN	DJCWN/	[uncertain]
3305		תְּאֹו	T.:>OW	T>W/	wild sheep
3306		זֶמֶר	ZEMER	ZMR/	gazelle
